Dominant_Topic,Percentage_Contribution,Topic_Keywords,Project_ID,Project_Title,Project_Status,Focus_Area,Sector,Subector,Region,Topic_Category,Topic_Label
3,0.8844,"0.008*""zugang"" + 0.008*""verbesserung"" + 0.008*""flüchtling"" + 0.007*""gemeinde"" + 0.006*""bevölkerung"" + 0.006*""sozial"" + 0.005*""palästinensisch"" + 0.005*""bildung"" + 0.005*""kind"" + 0.005*""leisten""",23559,"Verbundfinanzierungsvorhaben ""Abwasserentsorgung ländliche Zentren III Phase 2""",aktiv,Wasser und Abfall,140 - Wasser und Abwasser-/Abfallentsorgung,"14020 - Wasser-, Sanitärver. und Abwassermanagement",Nordafrika/Naher Osten,"Refugees, Social/Community Support & Education","Topic 3: Refugees, Social/Community Support & Education"
10,0.608,"0.013*""energie"" + 0.009*""erneuerbar"" + 0.007*""stadt"" + 0.007*""bevölkerung"" + 0.006*""finanzieren"" + 0.006*""leisten"" + 0.006*""finanzierung"" + 0.005*""krankenhaus"" + 0.005*""investition"" + 0.005*""bau""",23661,Geothermieprogramm,aktiv,Umwelt und Klima,"230 - Energieerzeugung, -verteilung und -effizienz",23260 - Erdwärme (Strom u. Wärme),Asien/Ozeanien,"Urban Infrastructure for Renewable Energy, Energy Efficiency, & Public Health","Topic 10: Urban Infrastructure for Renewable Energy, Energy Efficiency, & Public Health"
4,0.9241,"0.007*""finanzierung"" + 0.006*""bevölkerung"" + 0.006*""unterstützen"" + 0.005*""land"" + 0.005*""unternehmen"" + 0.005*""finanzieren"" + 0.005*""wirtschaftlich"" + 0.005*""leisten"" + 0.004*""covid"" + 0.004*""nachhaltig""",23689,"Mischfinanzierung ""Energiesektorprogramm III""",aktiv,Energie,"230 - Energieerzeugung, -verteilung und -effizienz","23210 - Energieerzeugung, erneuerbare Quellen",Europa/Kaukasus,Economic/ Financial Support & COVID,Topic 4: Economic/ Financial Support & COVID
11,0.5319,"0.010*""nachhaltig"" + 0.008*""bevölkerung"" + 0.007*""verbesserung"" + 0.006*""lokal"" + 0.006*""national"" + 0.005*""schutz"" + 0.005*""ressource"" + 0.005*""unterstützen"" + 0.005*""natürlich"" + 0.005*""leisten""",23763,Schutzgebietsförderung Aserbaidschan - Ökoregionales Programm,aktiv,Umwelt und Klima,410 - Umweltschutz allgemein,41030 - Biodiversität,Europa/Kaukasus,Natural Resource & Biodiversity Protection,Topic 11: Natural Resource & Biodiversity Protection
2,0.4778,"0.008*""verbesserung"" + 0.007*""nachhaltig"" + 0.006*""national"" + 0.006*""ländlich"" + 0.006*""investition"" + 0.006*""bevölkerung"" + 0.006*""leisten"" + 0.006*""unterstützen"" + 0.005*""entwicklung"" + 0.005*""wirtschaftlich""",23871,Mikrofinanzdienstleistungen im ländl. Raum,abgeschlossen,Wirtschaft und Finanzsektor,240 - Finanzwesen,24030 - Finanzintermediäre des formellen Sektors,Asien/Ozeanien,Rural Development & National Empowerment,Topic 2: Rural Development & National Empowerment
1,0.7438,"0.013*""kkmu"" + 0.007*""zugang"" + 0.007*""investition"" + 0.006*""unternehmen"" + 0.006*""nachhaltig"" + 0.006*""finanzierung"" + 0.005*""privat"" + 0.005*""bevölkerung"" + 0.005*""gesundheit"" + 0.005*""verbessern""",23980,Förderung erneuerbarer Energien in Westafrika,aktiv,Energie,"230 - Energieerzeugung, -verteilung und -effizienz","23630 - Stromübertragung, -verteilung u. Speicher",Afrika Subsahara,"SME Investment, Financial Services, & Health","Topic 1: SME Investment, Financial Services, & Health"
10,0.8963,"0.013*""energie"" + 0.009*""erneuerbar"" + 0.007*""stadt"" + 0.007*""bevölkerung"" + 0.006*""finanzieren"" + 0.006*""leisten"" + 0.006*""finanzierung"" + 0.005*""krankenhaus"" + 0.005*""investition"" + 0.005*""bau""",24042,Emissionsminderungsprogramm in Städten - Abfallmanagement,abgeschlossen,Umwelt und Klima,430 - Andere multisektorale Maßnahmen,43030 - Stadtentwicklung und -verwaltung,Asien/Ozeanien,"Urban Infrastructure for Renewable Energy, Energy Efficiency, & Public Health","Topic 10: Urban Infrastructure for Renewable Energy, Energy Efficiency, & Public Health"
5,0.9927,"0.008*""fond"" + 0.007*""unterstützen"" + 0.006*""land"" + 0.006*""finanzieren"" + 0.006*""verbessern"" + 0.006*""nachhaltig"" + 0.005*""region"" + 0.005*""fonds"" + 0.005*""sanad"" + 0.005*""lokal""",24065,Förderbeteiligung SANAD Fund for MSME / Phase I,aktiv,Wirtschaft und Finanzsektor,240 - Finanzwesen,24040 - Informelle und halbformelle Finanzintermediäre,Nordafrika/Naher Osten,Regional Financing & Local Support,Topic 5: Regional Financing & Local Support
1,0.9663,"0.013*""kkmu"" + 0.007*""zugang"" + 0.007*""investition"" + 0.006*""unternehmen"" + 0.006*""nachhaltig"" + 0.006*""finanzierung"" + 0.005*""privat"" + 0.005*""bevölkerung"" + 0.005*""gesundheit"" + 0.005*""verbessern""",24103,Regeneratives Energie- und Energieeffizienzprogramm II,abgeschlossen,Energie,"230 - Energieerzeugung, -verteilung und -effizienz","23210 - Energieerzeugung, erneuerbare Quellen",Lateinamerika,"SME Investment, Financial Services, & Health","Topic 1: SME Investment, Financial Services, & Health"
8,0.9914,"0.008*""leisten"" + 0.007*""finanzierung"" + 0.006*""entwicklung"" + 0.005*""deutsch"" + 0.004*""mef"" + 0.004*""nachhaltig"" + 0.004*""unternehmen"" + 0.004*""verbessern"" + 0.004*""wirtschaftlich"" + 0.004*""unterstützen""",24200,Programm zur Verbesserung der Schulinfrastruktur,abgeschlossen,Bildung,110 - Bildung,11220 - Grundschulbildung,Lateinamerika,Sustainable Finance & Microfinance for Private Sector,Topic 8: Sustainable Finance & Microfinance for Private Sector
11,0.7142,"0.010*""nachhaltig"" + 0.008*""bevölkerung"" + 0.007*""verbesserung"" + 0.006*""lokal"" + 0.006*""national"" + 0.005*""schutz"" + 0.005*""ressource"" + 0.005*""unterstützen"" + 0.005*""natürlich"" + 0.005*""leisten""",24233,Abwasserentsorgung Lima (SEDAPAL),aktiv,Wasser und Abfall,140 - Wasser und Abwasser-/Abfallentsorgung,"14020 - Wasser-, Sanitärver. und Abwassermanagement",Lateinamerika,Natural Resource & Biodiversity Protection,Topic 11: Natural Resource & Biodiversity Protection
11,0.9901,"0.010*""nachhaltig"" + 0.008*""bevölkerung"" + 0.007*""verbesserung"" + 0.006*""lokal"" + 0.006*""national"" + 0.005*""schutz"" + 0.005*""ressource"" + 0.005*""unterstützen"" + 0.005*""natürlich"" + 0.005*""leisten""",24367,Integriertes Schutzgebietsmanagement I,aktiv,Umwelt und Klima,410 - Umweltschutz allgemein,41030 - Biodiversität,Afrika Subsahara,Natural Resource & Biodiversity Protection,Topic 11: Natural Resource & Biodiversity Protection
10,0.9874,"0.013*""energie"" + 0.009*""erneuerbar"" + 0.007*""stadt"" + 0.007*""bevölkerung"" + 0.006*""finanzieren"" + 0.006*""leisten"" + 0.006*""finanzierung"" + 0.005*""krankenhaus"" + 0.005*""investition"" + 0.005*""bau""",24375,Städtische Wasserversorgung Sekundärstädte III (Inv.),aktiv,Wasser und Abfall,140 - Wasser und Abwasser-/Abfallentsorgung,"14030 - Trinkwasser, Sanitär u Abwasser-Grundl Vers",Afrika Subsahara,"Urban Infrastructure for Renewable Energy, Energy Efficiency, & Public Health","Topic 10: Urban Infrastructure for Renewable Energy, Energy Efficiency, & Public Health"
11,0.6509,"0.010*""nachhaltig"" + 0.008*""bevölkerung"" + 0.007*""verbesserung"" + 0.006*""lokal"" + 0.006*""national"" + 0.005*""schutz"" + 0.005*""ressource"" + 0.005*""unterstützen"" + 0.005*""natürlich"" + 0.005*""leisten""",24468,Programm Dezentralisierung und Kommunalentwicklung,aktiv,Demokratie,150 - Staat und Zivilgesellschaft,15110 - Politik und Verwaltung im öffentlichen Sekt,Afrika Subsahara,Natural Resource & Biodiversity Protection,Topic 11: Natural Resource & Biodiversity Protection
1,0.9901,"0.013*""kkmu"" + 0.007*""zugang"" + 0.007*""investition"" + 0.006*""unternehmen"" + 0.006*""nachhaltig"" + 0.006*""finanzierung"" + 0.005*""privat"" + 0.005*""bevölkerung"" + 0.005*""gesundheit"" + 0.005*""verbessern""",24470,Fonds zur Förderung der marktorientierten Landwirtschaft Phase II (VPT),aktiv,Ernährung und Landwirtschaft,"310 - Landwirtschaft, Forstwirtschaft und Fischereiwesen",31120 - Landwirtschaftsentwicklung,Afrika Subsahara,"SME Investment, Financial Services, & Health","Topic 1: SME Investment, Financial Services, & Health"
11,0.5222,"0.010*""nachhaltig"" + 0.008*""bevölkerung"" + 0.007*""verbesserung"" + 0.006*""lokal"" + 0.006*""national"" + 0.005*""schutz"" + 0.005*""ressource"" + 0.005*""unterstützen"" + 0.005*""natürlich"" + 0.005*""leisten""",24478,Schwerpunktprogramm Umwelt-Schutzgebietsförderung im südl. Kaukasus/Georgien,aktiv,Umwelt und Klima,410 - Umweltschutz allgemein,41030 - Biodiversität,Europa/Kaukasus,Natural Resource & Biodiversity Protection,Topic 11: Natural Resource & Biodiversity Protection
9,0.9902,"0.013*""flüchtling"" + 0.011*""bevölkerung"" + 0.008*""nachhaltig"" + 0.007*""syrisch"" + 0.007*""verbessern"" + 0.006*""verbesserung"" + 0.005*""unterstützen"" + 0.005*""infrastruktur"" + 0.004*""lokal"" + 0.004*""finanzieren""",24510,NDP 4 Unterstützungsprogramm für Straßenunterhaltung und Rehabilitierung,aktiv,Transport und Kommunikation,210 - Transport und Lagerhaltung,21020 - Straßenverkehrswesen,Afrika Subsahara,Infrastructural and Humanitarian Support & Syrian Refugees,Topic 9: Infrastructural and Humanitarian Support & Syrian Refugees
1,0.5199,"0.013*""kkmu"" + 0.007*""zugang"" + 0.007*""investition"" + 0.006*""unternehmen"" + 0.006*""nachhaltig"" + 0.006*""finanzierung"" + 0.005*""privat"" + 0.005*""bevölkerung"" + 0.005*""gesundheit"" + 0.005*""verbessern""",24601,Reproduktive Gesundheit IV,abgeschlossen,Gesundheit,130 - Bevölkerungspolitik/-programme u. repd. Gesundheit,13020 - Förderung reproduktiver Gesundheit,Nordafrika/Naher Osten,"SME Investment, Financial Services, & Health","Topic 1: SME Investment, Financial Services, & Health"
1,0.9902,"0.013*""kkmu"" + 0.007*""zugang"" + 0.007*""investition"" + 0.006*""unternehmen"" + 0.006*""nachhaltig"" + 0.006*""finanzierung"" + 0.005*""privat"" + 0.005*""bevölkerung"" + 0.005*""gesundheit"" + 0.005*""verbessern""",24606,Programm soziale Absicherung im Krankheitsfall II,abgeschlossen,Gesundheit,130 - Bevölkerungspolitik/-programme u. repd. Gesundheit,13020 - Förderung reproduktiver Gesundheit,Asien/Ozeanien,"SME Investment, Financial Services, & Health","Topic 1: SME Investment, Financial Services, & Health"
1,0.9858,"0.013*""kkmu"" + 0.007*""zugang"" + 0.007*""investition"" + 0.006*""unternehmen"" + 0.006*""nachhaltig"" + 0.006*""finanzierung"" + 0.005*""privat"" + 0.005*""bevölkerung"" + 0.005*""gesundheit"" + 0.005*""verbessern""",24658,"Schwerpunktprogramm Gesundheit, Komponente ""Mutter-Kind-Versorgung"" Phase V -Investition-",aktiv,Gesundheit,130 - Bevölkerungspolitik/-programme u. repd. Gesundheit,13020 - Förderung reproduktiver Gesundheit,Asien/Ozeanien,"SME Investment, Financial Services, & Health","Topic 1: SME Investment, Financial Services, & Health"
7,0.7505,"0.009*""ländlich"" + 0.008*""bevölkerung"" + 0.007*""unterstützen"" + 0.007*""verbesserung"" + 0.006*""nachhaltig"" + 0.005*""sozial"" + 0.005*""zugang"" + 0.004*""leisten"" + 0.004*""landwirtschaftlich"" + 0.004*""deutsch""",24667,Programm Kommunaler Umweltschutz,aktiv,Wasser und Abfall,140 - Wasser und Abwasser-/Abfallentsorgung,"14020 - Wasser-, Sanitärver. und Abwassermanagement",Lateinamerika,"Rural Development, Agricultural Support, & Climate Change","Topic 7: Rural Development, Agricultural Support, & Climate Change"
4,0.9875,"0.007*""finanzierung"" + 0.006*""bevölkerung"" + 0.006*""unterstützen"" + 0.005*""land"" + 0.005*""unternehmen"" + 0.005*""finanzieren"" + 0.005*""wirtschaftlich"" + 0.005*""leisten"" + 0.004*""covid"" + 0.004*""nachhaltig""",24669,Programm Trinkwasserver- und Abwasserentsorgung Sucre III,aktiv,Wasser und Abfall,140 - Wasser und Abwasser-/Abfallentsorgung,"14020 - Wasser-, Sanitärver. und Abwassermanagement",Lateinamerika,Economic/ Financial Support & COVID,Topic 4: Economic/ Financial Support & COVID
6,0.9875,"0.008*""bevölkerung"" + 0.007*""kind"" + 0.006*""lokal"" + 0.005*""infrastruktur"" + 0.005*""komponente"" + 0.004*""umsetzung"" + 0.004*""sozial"" + 0.004*""gemeinde"" + 0.004*""unterstützung"" + 0.004*""unterstützen""",24678,Friedliches Zusammenleben und sichere Räume für Jugendliche in Zentralamerika (CONVIVIR) - Komponente für Guatemala,aktiv,Bildung,110 - Bildung,11230 - Grundlegende Alltagsfähigkeiten f. Erwachs.,Lateinamerika,"Children / Youth, Public Infrastructure, & Local Community","Topic 6: Children / Youth, Public Infrastructure, & Local Community"
11,0.9914,"0.010*""nachhaltig"" + 0.008*""bevölkerung"" + 0.007*""verbesserung"" + 0.006*""lokal"" + 0.006*""national"" + 0.005*""schutz"" + 0.005*""ressource"" + 0.005*""unterstützen"" + 0.005*""natürlich"" + 0.005*""leisten""",24683,Naturwald Maya,abgeschlossen,Umwelt und Klima,410 - Umweltschutz allgemein,41030 - Biodiversität,Lateinamerika,Natural Resource & Biodiversity Protection,Topic 11: Natural Resource & Biodiversity Protection
11,0.9914,"0.010*""nachhaltig"" + 0.008*""bevölkerung"" + 0.007*""verbesserung"" + 0.006*""lokal"" + 0.006*""national"" + 0.005*""schutz"" + 0.005*""ressource"" + 0.005*""unterstützen"" + 0.005*""natürlich"" + 0.005*""leisten""",24689,Trinkwasserver- und Abwasserentsorgung in Stadtrandgebieten,aktiv,Wasser und Abfall,140 - Wasser und Abwasser-/Abfallentsorgung,"14020 - Wasser-, Sanitärver. und Abwassermanagement",Lateinamerika,Natural Resource & Biodiversity Protection,Topic 11: Natural Resource & Biodiversity Protection
9,0.9814,"0.013*""flüchtling"" + 0.011*""bevölkerung"" + 0.008*""nachhaltig"" + 0.007*""syrisch"" + 0.007*""verbessern"" + 0.006*""verbesserung"" + 0.005*""unterstützen"" + 0.005*""infrastruktur"" + 0.004*""lokal"" + 0.004*""finanzieren""",24690,Schutz und nachhaltiges Management in Indigenengebieten (FUNAI),aktiv,Umwelt und Klima,410 - Umweltschutz allgemein,41040 - Gebietsschutz,Lateinamerika,Infrastructural and Humanitarian Support & Syrian Refugees,Topic 9: Infrastructural and Humanitarian Support & Syrian Refugees
11,0.4883,"0.010*""nachhaltig"" + 0.008*""bevölkerung"" + 0.007*""verbesserung"" + 0.006*""lokal"" + 0.006*""national"" + 0.005*""schutz"" + 0.005*""ressource"" + 0.005*""unterstützen"" + 0.005*""natürlich"" + 0.005*""leisten""",24692,Mittlere Wasserkraftwerke Basho und Harpo in den Northern Areas,aktiv,Energie,"230 - Energieerzeugung, -verteilung und -effizienz",23220 - Wasserkraftwerke,Asien/Ozeanien,Natural Resource & Biodiversity Protection,Topic 11: Natural Resource & Biodiversity Protection
5,0.9927,"0.008*""fond"" + 0.007*""unterstützen"" + 0.006*""land"" + 0.006*""finanzieren"" + 0.006*""verbessern"" + 0.006*""nachhaltig"" + 0.005*""region"" + 0.005*""fonds"" + 0.005*""sanad"" + 0.005*""lokal""",24718,MENA-Regionalfonds für KKMU-Finanzierung (SANAD),aktiv,Wirtschaft und Finanzsektor,240 - Finanzwesen,24030 - Finanzintermediäre des formellen Sektors,Nordafrika/Naher Osten,Regional Financing & Local Support,Topic 5: Regional Financing & Local Support
11,0.934,"0.010*""nachhaltig"" + 0.008*""bevölkerung"" + 0.007*""verbesserung"" + 0.006*""lokal"" + 0.006*""national"" + 0.005*""schutz"" + 0.005*""ressource"" + 0.005*""unterstützen"" + 0.005*""natürlich"" + 0.005*""leisten""",24730,Gesundheitsfinanzierung,aktiv,Gesundheit,120 - Gesundheitswesen,12191 - Medizinische Dienste,Asien/Ozeanien,Natural Resource & Biodiversity Protection,Topic 11: Natural Resource & Biodiversity Protection
10,0.9013,"0.013*""energie"" + 0.009*""erneuerbar"" + 0.007*""stadt"" + 0.007*""bevölkerung"" + 0.006*""finanzieren"" + 0.006*""leisten"" + 0.006*""finanzierung"" + 0.005*""krankenhaus"" + 0.005*""investition"" + 0.005*""bau""",25131,Wasserversorgung (AoD),aktiv,Wasser und Abfall,140 - Wasser und Abwasser-/Abfallentsorgung,14031 - Grundlegende Trinkwasserversorgung,Nordafrika/Naher Osten,"Urban Infrastructure for Renewable Energy, Energy Efficiency, & Public Health","Topic 10: Urban Infrastructure for Renewable Energy, Energy Efficiency, & Public Health"
3,0.4044,"0.008*""zugang"" + 0.008*""verbesserung"" + 0.008*""flüchtling"" + 0.007*""gemeinde"" + 0.006*""bevölkerung"" + 0.006*""sozial"" + 0.005*""palästinensisch"" + 0.005*""bildung"" + 0.005*""kind"" + 0.005*""leisten""",25143,Pro-Hydro,aktiv,Wasser und Abfall,"230 - Energieerzeugung, -verteilung und -effizienz",23220 - Wasserkraftwerke,Afrika Subsahara,"Refugees, Social/Community Support & Education","Topic 3: Refugees, Social/Community Support & Education"
10,0.9874,"0.013*""energie"" + 0.009*""erneuerbar"" + 0.007*""stadt"" + 0.007*""bevölkerung"" + 0.006*""finanzieren"" + 0.006*""leisten"" + 0.006*""finanzierung"" + 0.005*""krankenhaus"" + 0.005*""investition"" + 0.005*""bau""",25144,Städtische Wasserversorgung Sekundärstädte IV,aktiv,Wasser und Abfall,140 - Wasser und Abwasser-/Abfallentsorgung,"14020 - Wasser-, Sanitärver. und Abwassermanagement",Afrika Subsahara,"Urban Infrastructure for Renewable Energy, Energy Efficiency, & Public Health","Topic 10: Urban Infrastructure for Renewable Energy, Energy Efficiency, & Public Health"
10,0.9843,"0.013*""energie"" + 0.009*""erneuerbar"" + 0.007*""stadt"" + 0.007*""bevölkerung"" + 0.006*""finanzieren"" + 0.006*""leisten"" + 0.006*""finanzierung"" + 0.005*""krankenhaus"" + 0.005*""investition"" + 0.005*""bau""",25152,Regenerative Energien / Energieeffizienz,abgeschlossen,Energie,"230 - Energieerzeugung, -verteilung und -effizienz","23210 - Energieerzeugung, erneuerbare Quellen",Lateinamerika,"Urban Infrastructure for Renewable Energy, Energy Efficiency, & Public Health","Topic 10: Urban Infrastructure for Renewable Energy, Energy Efficiency, & Public Health"
4,0.7435,"0.007*""finanzierung"" + 0.006*""bevölkerung"" + 0.006*""unterstützen"" + 0.005*""land"" + 0.005*""unternehmen"" + 0.005*""finanzieren"" + 0.005*""wirtschaftlich"" + 0.005*""leisten"" + 0.004*""covid"" + 0.004*""nachhaltig""",25183,Trinkwasserversorgung im Südosten Tunesiens (Brackwasserentsalzung) II IKLU,aktiv,Wasser und Abfall,140 - Wasser und Abwasser-/Abfallentsorgung,14021 - Wasserversorgung - große Systeme,Nordafrika/Naher Osten,Economic/ Financial Support & COVID,Topic 4: Economic/ Financial Support & COVID
6,0.5677,"0.008*""bevölkerung"" + 0.007*""kind"" + 0.006*""lokal"" + 0.005*""infrastruktur"" + 0.005*""komponente"" + 0.004*""umsetzung"" + 0.004*""sozial"" + 0.004*""gemeinde"" + 0.004*""unterstützung"" + 0.004*""unterstützen""",25368,EGP X Armutsorient. Infrastr.,abgeschlossen,Wirtschaft und Finanzsektor,160 - Sonstige soziale Infrastruktur und Dienste,16020 - Beschäftigungsmöglichkeiten,Nordafrika/Naher Osten,"Children / Youth, Public Infrastructure, & Local Community","Topic 6: Children / Youth, Public Infrastructure, & Local Community"
2,0.9919,"0.008*""verbesserung"" + 0.007*""nachhaltig"" + 0.006*""national"" + 0.006*""ländlich"" + 0.006*""investition"" + 0.006*""bevölkerung"" + 0.006*""leisten"" + 0.006*""unterstützen"" + 0.005*""entwicklung"" + 0.005*""wirtschaftlich""",25382,Reproduktive Gesundheit incl. Familienplanung; HIV/AIDS Prävention in der ECOWAS Region,aktiv,Gesundheit,130 - Bevölkerungspolitik/-programme u. repd. Gesundheit,13020 - Förderung reproduktiver Gesundheit,Afrika Subsahara,Rural Development & National Empowerment,Topic 2: Rural Development & National Empowerment
10,0.987,"0.013*""energie"" + 0.009*""erneuerbar"" + 0.007*""stadt"" + 0.007*""bevölkerung"" + 0.006*""finanzieren"" + 0.006*""leisten"" + 0.006*""finanzierung"" + 0.005*""krankenhaus"" + 0.005*""investition"" + 0.005*""bau""",25411,Energieeffizienz für Gebäude,aktiv,Energie,"230 - Energieerzeugung, -verteilung und -effizienz","23210 - Energieerzeugung, erneuerbare Quellen",Nordafrika/Naher Osten,"Urban Infrastructure for Renewable Energy, Energy Efficiency, & Public Health","Topic 10: Urban Infrastructure for Renewable Energy, Energy Efficiency, & Public Health"
